team_id,date,home_away,opponent,game_id,win_loss,result_score,record,goalie,top_performer
21,"Thu, Mar 14",Away,Philadelphia,401560276,NULL,NULL,NULL,NULL,NULL
21,"Sat, Mar 16",Home,Carolina,401560292,NULL,NULL,NULL,NULL,NULL
21,"Tue, Mar 19",Away,Philadelphia,401560314,NULL,NULL,NULL,NULL,NULL
21,"Wed, Mar 20",Away,Washington,401560323,NULL,NULL,NULL,NULL,NULL
21,"Sat, Mar 23",Home,Edmonton,401560344,NULL,NULL,NULL,NULL,NULL
21,"Sun, Mar 24",Away,Carolina,401560356,NULL,NULL,NULL,NULL,NULL
21,"Tue, Mar 26",Home,New Jersey,401560363,NULL,NULL,NULL,NULL,NULL
21,"Thu, Mar 28",Home,Washington,401560377,NULL,NULL,NULL,NULL,NULL
21,"Sat, Mar 30",Away,Buffalo,401560397,NULL,NULL,NULL,NULL,NULL
21,"Mon, Apr 1",Home,Florida,401560408,NULL,NULL,NULL,NULL,NULL
21,"Wed, Apr 3",Home,Tampa Bay,401560424,NULL,NULL,NULL,NULL,NULL
21,"Sat, Apr 6",Away,Montreal,401560449,NULL,NULL,NULL,NULL,NULL
21,"Mon, Apr 8",Home,Pittsburgh,401560464,NULL,NULL,NULL,NULL,NULL
21,"Tue, Apr 9",Away,New Jersey,401560471,NULL,NULL,NULL,NULL,NULL
21,"Thu, Apr 11",Home,New Jersey,401560483,NULL,NULL,NULL,NULL,NULL
21,"Sat, Apr 13",Home,Detroit,401560503,NULL,NULL,NULL,NULL,NULL
21,"Tue, Apr 16",Away,Florida,401560524,NULL,NULL,NULL,NULL,NULL
22,DATE,Away,OPPONENT,N/A,N/A,,W-L-OTL,Goalie,Top Performer
22,"Wed, Oct 11",Home,Edmonton,401559243,W,8-1,1-0-0,Demko,Boeser
22,"Sat, Oct 14",Away,Edmonton,401559265,W,4-3,2-0-0,DeSmith,DeSmith
22,"Tue, Oct 17",Away,Philadelphia,401559277,L,2-0,2-1-0,Demko,Demko
22,"Thu, Oct 19",Away,Tampa Bay,401559287,L,4-3,2-2-0,Demko,Miller
22,"Sat, Oct 21",Away,Florida,401559305,W,5-3,3-2-0,DeSmith,Miller
22,"Tue, Oct 24",Away,Nashville,401559330,W,3-2,4-2-0,Demko,Hughes
22,"Fri, Oct 27",Home,St. Louis,401559350,W,5-0,5-2-0,Demko,Demko
22,"Sat, Oct 28",Home,New York,401559360,L,4-3,5-2-1,DeSmith,Hronek
22,"Tue, Oct 31",Home,Nashville,401559373,W,5-2,6-2-1,Demko,Pettersson
22,"Thu, Nov 2",Away,San Jose,401559390,W,10-1,7-2-1,Demko,Hughes
22,"Sat, Nov 4",Home,Dallas,401559404,W,2-0,8-2-1,Demko,Demko
22,"Mon, Nov 6",Home,Edmonton,401559413,W,6-2,9-2-1,Demko,Hughes
22,"Thu, Nov 9",Away,Ottawa,401559427,W,5-2,10-2-1,DeSmith,Miller
22,"Sat, Nov 11",Away,Toronto,401559445,L,5-2,10-3-1,Demko,Suter
22,"Sun, Nov 12",Away,Montreal,401559457,W,5-2,11-3-1,DeSmith,Boeser
22,"Wed, Nov 15",Home,New York,401559474,W,4-3,12-3-1,Demko,Hughes
22,"Thu, Nov 16",Away,Calgary,401559479,L,5-2,12-4-1,DeSmith,Hoglander
22,"Sat, Nov 18",Home,Seattle,401559495,L,4-3,12-5-1,Demko,Hoglander
22,"Mon, Nov 20",Home,San Jose,401559506,W,3-1,13-5-1,Demko,Demko
22,"Wed, Nov 22",Away,Colorado,401559519,L,5-2,13-6-1,Demko,Hoglander
22,"Fri, Nov 24",Away,Seattle,401559536,W,5-1,14-6-1,Demko,Demko
22,"Sat, Nov 25",Away,San Jose,401559544,L,4-3,14-7-1,DeSmith,Boeser
22,"Tue, Nov 28",Home,Anaheim,401559555,W,3-1,15-7-1,Demko,Demko
22,"Thu, Nov 30",Home,Vegas,401559581,L,4-1,15-8-1,Demko,Kuzmenko
22,"Sat, Dec 2",Away,Calgary,401559595,W,4-3,16-8-1,Demko,Pettersson
22,"Tue, Dec 5",Home,New Jersey,401559616,L,6-5,16-9-1,Demko,Miller
22,"Thu, Dec 7",Home,Minnesota,401559632,W,2-0,17-9-1,DeSmith,DeSmith
22,"Sat, Dec 9",Home,Carolina,401559647,W,4-3,18-9-1,Demko,Pettersson
22,"Tue, Dec 12",Home,Tampa Bay,401559667,W,4-1,19-9-1,Demko,Boeser
22,"Thu, Dec 14",Home,Florida,401559682,W,4-0,20-9-1,Demko,Demko
22,"Sat, Dec 16",Away,Minnesota,401559690,L,2-1,20-9-2,DeSmith,DeSmith
22,"Sun, Dec 17",Away,Chicago,401559703,W,4-3,21-9-2,Demko,Myers
22,"Tue, Dec 19",Away,Nashville,401559720,W,5-2,22-9-2,DeSmith,Pettersson
22,"Thu, Dec 21",Away,Dallas,401559734,L,4-3,22-9-3,Demko,Garland
22,"Sat, Dec 23",Home,San Jose,401559755,W,7-4,23-9-3,Demko,Hughes
22,"Thu, Dec 28",Home,Philadelphia,401559772,L,4-1,23-10-3,DeSmith,Joshua
22,"Tue, Jan 2",Home,Ottawa,401559812,W,6-3,24-10-3,Demko,Suter
22,"Thu, Jan 4",Away,St. Louis,401559821,L,2-1,24-11-3,Demko,Demko
22,"Sat, Jan 6",Away,New Jersey,401559837,W,6-4,25-11-3,Demko,Pettersson
22,"Mon, Jan 8",Away,New York,401559849,W,6-3,26-11-3,Demko,Pettersson
22,"Tue, Jan 9",Away,New York,401559856,W,5-2,27-11-3,DeSmith,Hronek
22,"Thu, Jan 11",Away,Pittsburgh,401559871,W,4-3,28-11-3,Demko,Pettersson
22,"Sat, Jan 13",Away,Buffalo,401559882,W,1-0,29-11-3,Demko,Demko
22,"Mon, Jan 15",Away,Columbus,401559902,L,4-3,29-11-4,DeSmith,DeSmith
22,"Thu, Jan 18",Home,Arizona,401559929,W,2-1,30-11-4,Demko,Demko
22,"Sat, Jan 20",Home,Toronto,401559941,W,6-4,31-11-4,Demko,Garland
22,"Mon, Jan 22",Home,Chicago,401559957,W,2-0,32-11-4,Demko,Demko
22,"Wed, Jan 24",Home,St. Louis,401559972,L,4-3,32-11-5,DeSmith,Suter
22,"Sat, Jan 27",Home,Columbus,401560001,W,5-4,33-11-5,Demko,Boeser
22,"Tue, Feb 6",Away,Carolina,401560018,W,3-2,34-11-5,Demko,Lindholm
22,DATE,Away,OPPONENT,N/A,NULL,NULL,NULL,NULL,NULL
22,"Sat, Feb 10",Away,Detroit,401560035,NULL,NULL,NULL,NULL,NULL
22,"Sun, Feb 11",Away,Washington,401560047,NULL,NULL,NULL,NULL,NULL
22,"Tue, Feb 13",Away,Chicago,401560061,NULL,NULL,NULL,NULL,NULL
22,"Thu, Feb 15",Home,Detroit,401560077,NULL,NULL,NULL,NULL,NULL
22,"Sat, Feb 17",Home,Winnipeg,401560088,NULL,NULL,NULL,NULL,NULL
22,"Mon, Feb 19",Away,Minnesota,401560097,NULL,NULL,NULL,NULL,NULL
22,"Tue, Feb 20",Away,Colorado,401560108,NULL,NULL,NULL,NULL,NULL
22,"Thu, Feb 22",Away,Seattle,401560125,NULL,NULL,NULL,NULL,NULL
22,"Sat, Feb 24",Home,Boston,401560138,NULL,NULL,NULL,NULL,NULL
22,"Tue, Feb 27",Home,Pittsburgh,401560164,NULL,NULL,NULL,NULL,NULL
22,"Thu, Feb 29",Home,Los Angeles,401560177,NULL,NULL,NULL,NULL,NULL
22,"Sun, Mar 3",Away,Anaheim,401560200,NULL,NULL,NULL,NULL,NULL
22,"Tue, Mar 5",Away,Los Angeles,401560215,NULL,NULL,NULL,NULL,NULL
22,"Thu, Mar 7",Away,Vegas,401560229,NULL,NULL,NULL,NULL,NULL
22,"Sat, Mar 9",Home,Winnipeg,401560246,NULL,NULL,NULL,NULL,NULL
22,"Wed, Mar 13",Home,Colorado,401560271,NULL,NULL,NULL,NULL,NULL
22,"Sat, Mar 16",Home,Washington,401560298,NULL,NULL,NULL,NULL,NULL
22,"Tue, Mar 19",Home,Buffalo,401560319,NULL,NULL,NULL,NULL,NULL
22,"Thu, Mar 21",Home,Montreal,401560332,NULL,NULL,NULL,NULL,NULL
22,"Sat, Mar 23",Home,Calgary,401560347,NULL,NULL,NULL,NULL,NULL
22,"Mon, Mar 25",Home,Los Angeles,401560362,NULL,NULL,NULL,NULL,NULL
22,"Thu, Mar 28",Home,Dallas,401560388,NULL,NULL,NULL,NULL,NULL
22,"Sun, Mar 31",Home,Anaheim,401560407,NULL,NULL,NULL,NULL,NULL
22,"Tue, Apr 2",Away,Vegas,401560423,NULL,NULL,NULL,NULL,NULL
22,"Wed, Apr 3",Away,Arizona,401560427,NULL,NULL,NULL,NULL,NULL
22,"Sat, Apr 6",Away,Los Angeles,401560454,NULL,NULL,NULL,NULL,NULL
22,"Mon, Apr 8",Home,Vegas,401560465,NULL,NULL,NULL,NULL,NULL
22,"Wed, Apr 10",Home,Arizona,401560481,NULL,NULL,NULL,NULL,NULL
22,"Sat, Apr 13",Away,Edmonton,401560507,NULL,NULL,NULL,NULL,NULL
22,"Tue, Apr 16",Home,Calgary,401560529,NULL,NULL,NULL,NULL,NULL
37,DATE,Away,OPPONENT,N/A,N/A,,W-L-OTL,Goalie,Top Performer
37,"Tue, Oct 10",Home,Seattle,401559238,W,4-1,1-0-0,Hill,Hill
37,"Thu, Oct 12",Away,San Jose,401559252,W,4-1,2-0-0,Thompson,Thompson
37,"Sat, Oct 14",Home,Anaheim,401559266,W,4-1,3-0-0,Hill,Stephenson
37,"Tue, Oct 17",Home,Dallas,401559282,W,3-2,4-0-0,Hill,Karlsson
37,"Thu, Oct 19",Away,Winnipeg,401559293,W,5-3,5-0-0,Thompson,Theodore
37,"Sat, Oct 21",Away,Chicago,401559306,W,5-3,6-0-0,Hill,Cotter
37,"Tue, Oct 24",Home,Philadelphia,401559333,W,3-2,7-0-0,Thompson,Theodore
37,"Fri, Oct 27",Home,Chicago,401559346,L,4-3,7-0-1,Hill,Karlsson
37,"Sat, Oct 28",Away,Los Angeles,401559361,W,4-3,8-0-1,Thompson,Thompson
37,"Mon, Oct 30",Home,Montreal,401559372,W,3-2,9-0-1,Hill,Hill
37,"Thu, Nov 2",Home,Winnipeg,401559388,W,5-2,10-0-1,Thompson,Marchessault
37,"Sat, Nov 4",Home,Colorado,401559405,W,7-0,11-0-1,Hill,Hill
37,"Sun, Nov 5",Away,Anaheim,401559409,L,4-2,11-1-1,Thompson,Eichel
37,"Wed, Nov 8",Home,Los Angeles,401559425,L,4-1,11-2-1,Hill,Pietrangelo
37,"Fri, Nov 10",Home,San Jose,401559441,W,5-0,12-2-1,Hill,Pietrangelo
37,"Tue, Nov 14",Away,Washington,401559464,L,3-0,12-3-1,Thompson,Thompson
37,"Thu, Nov 16",Away,Montreal,401559475,W,6-5,13-3-1,Hill,Theodore
37,"Sat, Nov 18",Away,Philadelphia,401559485,L,4-3,13-3-2,Thompson,Marchessault
37,"Sun, Nov 19",Away,Pittsburgh,401559498,L,3-0,13-4-2,Hill,Hill
37,"Wed, Nov 22",Away,Dallas,401559518,W,2-1,14-4-2,Hill,Hill
37,"Sat, Nov 25",Home,Arizona,401559543,L,2-0,14-5-2,Thompson,Thompson
37,"Mon, Nov 27",Away,Calgary,401559554,L,2-1,14-5-3,Hill,Hill
37,"Tue, Nov 28",Away,Edmonton,401559564,L,5-4,14-5-4,Thompson,Amadio
37,"Thu, Nov 30",Away,Vancouver,401559581,W,4-1,15-5-4,Hill,Eichel
37,"Sat, Dec 2",Home,Washington,401559596,W,4-1,16-5-4,Thompson,Eichel
37,"Mon, Dec 4",Home,St. Louis,401559608,L,2-1,16-5-5,Thompson,Eichel
37,"Wed, Dec 6",Away,St. Louis,401559619,W,6-3,17-5-5,Thompson,Kolesar
37,"Sat, Dec 9",Away,Dallas,401559638,W,6-1,18-5-5,Thompson,Whitecloud
37,"Sun, Dec 10",Home,San Jose,401559656,W,5-4,19-5-5,Patera,Marchessault
37,"Tue, Dec 12",Home,Calgary,401559668,W,5-4,20-5-5,Thompson,Stone
37,"Fri, Dec 15",Home,Buffalo,401559689,L,5-2,20-6-5,Thompson,Eichel
37,"Sun, Dec 17",Home,Ottawa,401559707,W,6-3,21-6-5,Thompson,Stone
37,"Tue, Dec 19",Away,Carolina,401559718,L,6-3,21-7-5,Thompson,Carrier
37,"Thu, Dec 21",Away,Tampa Bay,401559728,L,5-4,21-8-5,Patera,Marchessault
37,"Sat, Dec 23",Away,Florida,401559743,L,4-2,21-9-5,Patera,Patera
37,"Wed, Dec 27",Away,Anaheim,401559769,L,5-2,21-10-5,Thompson,Cotter
37,"Thu, Dec 28",Home,Los Angeles,401559773,W,3-2,22-10-5,Thompson,Thompson
37,"Mon, Jan 1",Home,Seattle *,401555902,L,3-0,22-11-5,Thompson,Marchessault
37,"Thu, Jan 4",Home,Florida,401559826,L,4-1,22-12-5,Thompson,Dorofeyev
37,"Sat, Jan 6",Home,New York,401559844,W,5-2,23-12-5,Thompson,Roy
37,"Wed, Jan 10",Away,Colorado,401559865,L,3-0,23-13-5,Patera,Patera
37,"Thu, Jan 11",Home,Boston,401559878,W,2-1,24-13-5,Thompson,Thompson
37,"Sat, Jan 13",Home,Calgary,401559896,L,3-1,24-14-5,Thompson,Stephenson
37,"Mon, Jan 15",Home,Nashville,401559908,W,4-1,25-14-5,Thompson,Stone
37,"Thu, Jan 18",Home,New York,401559930,W,5-1,26-14-5,Thompson,Thompson
37,"Sat, Jan 20",Home,Pittsburgh,401559944,W,3-2,27-14-5,Thompson,Barbashev
37,"Mon, Jan 22",Away,New Jersey,401559954,L,6-5,27-14-6,Thompson,Marchessault
37,"Tue, Jan 23",Away,New York,401559962,W,3-2,28-14-6,Hill,Hill
37,"Fri, Jan 26",Away,New York,401559984,W,5-2,29-14-6,Hill,Hill
37,"Sat, Jan 27",Away,Detroit,401559993,L,5-2,29-15-6,Thompson,Martinez
37,"Tue, Feb 6",Home,Edmonton,401560019,W,3-1,30-15-6,Hill,Hill
37,DATE,Away,OPPONENT,N/A,NULL,NULL,NULL,NULL,NULL
37,"Mon, Feb 12",Home,Minnesota,401560051,NULL,NULL,NULL,NULL,NULL
37,"Sat, Feb 17",Home,Carolina,401560089,NULL,NULL,NULL,NULL,NULL
37,"Mon, Feb 19",Away,San Jose,401560101,NULL,NULL,NULL,NULL,NULL
37,"Tue, Feb 20",Home,Nashville,401560109,NULL,NULL,NULL,NULL,NULL
37,"Thu, Feb 22",Home,Toronto,401560124,NULL,NULL,NULL,NULL,NULL
37,"Sat, Feb 24",Away,Ottawa,401560134,NULL,NULL,NULL,NULL,NULL
37,"Tue, Feb 27",Away,Toronto,401560154,NULL,NULL,NULL,NULL,NULL
37,"Thu, Feb 29",Away,Boston,401560168,NULL,NULL,NULL,NULL,NULL
37,"Sat, Mar 2",Away,Buffalo,401560186,NULL,NULL,NULL,NULL,NULL
37,"Mon, Mar 4",Away,Columbus,401560205,NULL,NULL,NULL,NULL,NULL
37,"Thu, Mar 7",Home,Vancouver,401560229,NULL,NULL,NULL,NULL,NULL
37,"Sat, Mar 9",Home,Detroit,401560247,NULL,NULL,NULL,NULL,NULL
37,"Tue, Mar 12",Away,Seattle,401560267,NULL,NULL,NULL,NULL,NULL
37,"Thu, Mar 14",Away,Calgary,401560282,NULL,NULL,NULL,NULL,NULL
37,"Sun, Mar 17",Home,New Jersey,401560301,NULL,NULL,NULL,NULL,NULL
37,"Tue, Mar 19",Home,Tampa Bay,401560320,NULL,NULL,NULL,NULL,NULL
37,"Thu, Mar 21",Home,Seattle,401560333,NULL,NULL,NULL,NULL,NULL
37,"Sat, Mar 23",Home,Columbus,401560348,NULL,NULL,NULL,NULL,NULL
37,"Mon, Mar 25",Away,St. Louis,401560361,NULL,NULL,NULL,NULL,NULL
37,"Tue, Mar 26",Away,Nashville,401560368,NULL,NULL,NULL,NULL,NULL
37,"Thu, Mar 28",Away,Winnipeg,401560385,NULL,NULL,NULL,NULL,NULL
37,"Sat, Mar 30",Away,Minnesota,401560393,NULL,NULL,NULL,NULL,NULL
37,"Tue, Apr 2",Home,Vancouver,401560423,NULL,NULL,NULL,NULL,NULL
37,"Fri, Apr 5",Away,Arizona,401560442,NULL,NULL,NULL,NULL,NULL
37,"Mon, Apr 8",Away,Vancouver,401560465,NULL,NULL,NULL,NULL,NULL
37,"Wed, Apr 10",Away,Edmonton,401560480,NULL,NULL,NULL,NULL,NULL
37,"Fri, Apr 12",Home,Minnesota,401560495,NULL,NULL,NULL,NULL,NULL
37,"Sun, Apr 14",Home,Colorado,401560511,NULL,NULL,NULL,NULL,NULL
37,"Tue, Apr 16",Home,Chicago,401560528,NULL,NULL,NULL,NULL,NULL
23,DATE,Away,OPPONENT,N/A,N/A,,W-L-OTL,Goalie,Top Performer
23,"Fri, Oct 13",Home,Pittsburgh,401559254,L,4-0,0-1-0,Lindgren,Kuznetsov
23,"Mon, Oct 16",Home,Calgary,401559273,W,3-2,1-1-0,Kuemper,Kuemper
23,"Wed, Oct 18",Away,Ottawa,401559284,L,6-1,1-2-0,Kuemper,Carlson
23,"Sat, Oct 21",Away,Montreal,401559303,L,3-2,1-2-1,Kuemper,Strome
23,"Tue, Oct 24",Home,Toronto,401559318,L,4-1,1-3-1,Kuemper,Ovechkin
23,"Wed, Oct 25",Away,New Jersey,401559334,W,6-4,2-3-1,Shepard,Ovechkin
23,"Fri, Oct 27",Home,Minnesota,401559348,W,3-2,3-3-1,Kuemper,Kuemper
23,"Sun, Oct 29",Home,San Jose,401559364,W,3-1,4-3-1,Kuemper,Kuemper
23,"Thu, Nov 2",Home,New York,401559383,L,3-0,4-4-1,Kuemper,Kuznetsov
23,"Sat, Nov 4",Home,Columbus,401559399,W,2-1,5-4-1,Lindgren,Lindgren
23,"Wed, Nov 8",Home,Florida,401559424,L,4-3,5-4-2,Kuemper,McMichael
23,"Fri, Nov 10",Away,New Jersey,401559440,W,4-2,6-4-2,Lindgren,Kuznetsov
23,"Sat, Nov 11",Away,New York,401559450,W,4-1,7-4-2,Shepard,Shepard
23,"Tue, Nov 14",Home,Vegas,401559464,W,3-0,8-4-2,Lindgren,Lindgren
23,"Sat, Nov 18",Home,Columbus,401559489,W,4-3,9-4-2,Lindgren,Lapierre
23,"Wed, Nov 22",Home,Buffalo,401559512,W,4-3,10-4-2,Kuemper,Carlson
23,"Fri, Nov 24",Home,Edmonton,401559525,L,5-0,10-5-2,Lindgren,Wilson
23,"Mon, Nov 27",Away,San Jose,401559556,L,2-1,10-6-2,Kuemper,Kuznetsov
23,"Wed, Nov 29",Away,Los Angeles,401559568,W,2-1,11-6-2,Lindgren,Lindgren
23,"Thu, Nov 30",Away,Anaheim,401559582,W,5-4,12-6-2,Kuemper,Wilson
23,"Sat, Dec 2",Away,Vegas,401559596,L,4-1,12-7-2,Kuemper,Kuemper
23,"Mon, Dec 4",Away,Arizona,401559607,L,6-0,12-8-2,Kuemper,Wilson
23,"Thu, Dec 7",Home,Dallas,401559625,L,5-4,12-8-3,Lindgren,Strome
23,"Sat, Dec 9",Home,New York,401559643,W,4-0,13-8-3,Lindgren,Lindgren
23,"Sun, Dec 10",Away,Chicago,401559653,W,4-2,14-8-3,Kuemper,Dowd
23,"Thu, Dec 14",Away,Philadelphia,401559678,L,4-3,14-8-4,Lindgren,Strome
23,"Sat, Dec 16",Away,Nashville,401559698,L,3-1,14-9-4,Lindgren,Ovechkin
23,"Sun, Dec 17",Away,Carolina,401559704,W,2-1,15-9-4,Kuemper,Kuemper
23,"Wed, Dec 20",Home,New York,401559724,W,3-2,16-9-4,Kuemper,Kuemper
23,"Thu, Dec 21",Away,Columbus,401559733,W,3-2,17-9-4,Lindgren,Lindgren
23,"Sat, Dec 23",Home,Tampa Bay,401559747,L,2-1,17-9-5,Lindgren,Lindgren
23,"Wed, Dec 27",Away,New York,401559760,L,5-1,17-10-5,Kuemper,Mantha
23,"Fri, Dec 29",Away,New York,401559779,L,5-1,17-11-5,Kuemper,Aube-Kubel
23,"Sat, Dec 30",Home,Nashville,401559791,L,3-2,17-11-6,Shepard,Shepard
23,"Tue, Jan 2",Away,Pittsburgh,401559803,W,4-3,18-11-6,Kuemper,Kuemper
23,"Wed, Jan 3",Home,New Jersey,401559815,L,6-3,18-12-6,Shepard,Kuznetsov
23,"Fri, Jan 5",Home,Carolina,401559831,L,6-2,18-13-6,Kuemper,Dowd
23,"Sun, Jan 7",Home,Los Angeles,401559845,W,4-3,19-13-6,Kuemper,Carlson
23,"Thu, Jan 11",Home,Seattle,401559872,L,4-1,19-14-6,Kuemper,Ovechkin
23,"Sat, Jan 13",Home,New York,401559881,W,3-2,20-14-6,Lindgren,Lindgren
23,"Sun, Jan 14",Away,New York,401559897,L,2-1,20-15-6,Lindgren,Oshie
23,"Tue, Jan 16",Home,Anaheim,401559911,W,2-0,21-15-6,Kuemper,Kuemper
23,"Thu, Jan 18",Home,St. Louis,401559924,W,5-2,22-15-6,Lindgren,Oshie
23,"Sat, Jan 20",Away,St. Louis,401559942,L,3-0,22-16-6,Lindgren,Lindgren
23,"Tue, Jan 23",Away,Minnesota,401559963,L,5-3,22-17-6,Kuemper,Mantha
23,"Wed, Jan 24",Away,Colorado,401559971,L,6-2,22-18-6,Lindgren,Strome
23,"Sat, Jan 27",Away,Dallas,401559989,L,5-4,22-18-7,Lindgren,Mantha
23,"Tue, Feb 6",Home,Montreal,401560017,L,5-2,22-19-7,Lindgren,Strome
23,DATE,Away,OPPONENT,N/A,NULL,NULL,NULL,NULL,NULL
23,"Sat, Feb 10",Away,Boston,401560037,NULL,NULL,NULL,NULL,NULL
23,"Sun, Feb 11",Home,Vancouver,401560047,NULL,NULL,NULL,NULL,NULL
23,"Tue, Feb 13",Home,Colorado,401560057,NULL,NULL,NULL,NULL,NULL
23,"Sat, Feb 17",Away,Montreal,401560087,NULL,NULL,NULL,NULL,NULL
23,"Tue, Feb 20",Home,New Jersey,401560106,NULL,NULL,NULL,NULL,NULL
23,"Thu, Feb 22",Away,Tampa Bay,401560118,NULL,NULL,NULL,NULL,NULL
23,"Sat, Feb 24",Away,Florida,401560133,NULL,NULL,NULL,NULL,NULL
23,"Mon, Feb 26",Home,Ottawa,401560150,NULL,NULL,NULL,NULL,NULL
23,"Tue, Feb 27",Away,Detroit,401560156,NULL,NULL,NULL,NULL,NULL
23,"Fri, Mar 1",Home,Philadelphia,401560181,NULL,NULL,NULL,NULL,NULL
23,"Sun, Mar 3",Home,Arizona,401560196,NULL,NULL,NULL,NULL,NULL
23,"Thu, Mar 7",Away,Pittsburgh,401560224,NULL,NULL,NULL,NULL,NULL
23,"Sat, Mar 9",Home,Chicago,401560243,NULL,NULL,NULL,NULL,NULL
23,"Mon, Mar 11",Away,Winnipeg,401560256,NULL,NULL,NULL,NULL,NULL
23,"Wed, Mar 13",Away,Edmonton,401560270,NULL,NULL,NULL,NULL,NULL
23,"Thu, Mar 14",Away,Seattle,401560283,NULL,NULL,NULL,NULL,NULL
23,"Sat, Mar 16",Away,Vancouver,401560298,NULL,NULL,NULL,NULL,NULL
23,"Mon, Mar 18",Away,Calgary,401560308,NULL,NULL,NULL,NULL,NULL
23,"Wed, Mar 20",Home,Toronto,401560323,NULL,NULL,NULL,NULL,NULL
23,"Fri, Mar 22",Home,Carolina,401560336,NULL,NULL,NULL,NULL,NULL
23,"Sun, Mar 24",Home,Winnipeg,401560351,NULL,NULL,NULL,NULL,NULL
23,"Tue, Mar 26",Home,Detroit,401560367,NULL,NULL,NULL,NULL,NULL
23,"Thu, Mar 28",Away,Toronto,401560377,NULL,NULL,NULL,NULL,NULL
23,"Sat, Mar 30",Home,Boston,401560401,NULL,NULL,NULL,NULL,NULL
23,"Tue, Apr 2",Away,Buffalo,401560416,NULL,NULL,NULL,NULL,NULL
23,"Thu, Apr 4",Home,Pittsburgh,401560431,NULL,NULL,NULL,NULL,NULL
23,"Fri, Apr 5",Away,Carolina,401560440,NULL,NULL,NULL,NULL,NULL
23,"Sun, Apr 7",Home,Ottawa,401560458,NULL,NULL,NULL,NULL,NULL
23,"Tue, Apr 9",Away,Detroit,401560468,NULL,NULL,NULL,NULL,NULL
23,"Thu, Apr 11",Away,Buffalo,401560482,NULL,NULL,NULL,NULL,NULL
23,"Sat, Apr 13",Home,Tampa Bay,401560502,NULL,NULL,NULL,NULL,NULL
23,"Mon, Apr 15",Home,Boston,401560518,NULL,NULL,NULL,NULL,NULL
28,DATE,Away,OPPONENT,N/A,N/A,,W-L-OTL,Goalie,Top Performer
28,"Wed, Oct 11",Away,Calgary,401559242,L,5-3,0-1-0,Hellebuyck,DeMelo
28,"Sat, Oct 14",Home,Florida,401559256,W,6-4,1-1-0,Hellebuyck,Connor
28,"Tue, Oct 17",Home,Los Angeles,401559280,L,5-1,1-2-0,Hellebuyck,Scheifele
28,"Thu, Oct 19",Home,Vegas,401559293,L,5-3,1-3-0,Brossoit,Iafallo
28,"Sat, Oct 21",Away,Edmonton,401559312,W,3-2,2-3-0,Hellebuyck,Hellebuyck
28,"Tue, Oct 24",Home,St. Louis,401559328,W,4-2,3-3-0,Hellebuyck,Pionk
28,"Thu, Oct 26",Away,Detroit,401559337,W,4-1,4-3-0,Hellebuyck,Hellebuyck
28,"Sat, Oct 28",Away,Montreal,401559356,L,4-3,4-3-1,Brossoit,Lowry
28,"Mon, Oct 30",Home,New York,401559369,L,3-2,4-3-2,Hellebuyck,Perfetti
28,"Thu, Nov 2",Away,Vegas,401559388,L,5-2,4-4-2,Hellebuyck,Connor
28,"Sat, Nov 4",Away,Arizona,401559394,W,5-3,5-4-2,Hellebuyck,Niederreiter
28,"Tue, Nov 7",Away,St. Louis,401559417,W,5-2,6-4-2,Hellebuyck,Connor
28,"Thu, Nov 9",Home,Nashville,401559433,W,6-3,7-4-2,Brossoit,Connor
28,"Sat, Nov 11",Home,Dallas,401559444,L,3-2,7-5-2,Hellebuyck,Dillon
28,"Tue, Nov 14",Home,New Jersey,401559469,W,6-3,8-5-2,Hellebuyck,Morrissey
28,"Fri, Nov 17",Home,Buffalo,401559483,W,3-2,9-5-2,Hellebuyck,Hellebuyck
28,"Sat, Nov 18",Home,Arizona,401559491,W,5-2,10-5-2,Brossoit,Scheifele
28,"Wed, Nov 22",Away,Tampa Bay,401559509,W,3-2,11-5-2,Hellebuyck,Hellebuyck
28,"Fri, Nov 24",Away,Florida,401559533,W,3-0,12-5-2,Hellebuyck,Hellebuyck
28,"Sun, Nov 26",Away,Nashville,401559548,L,3-2,12-6-2,Brossoit,Morrissey
28,"Tue, Nov 28",Home,Dallas,401559562,L,2-0,12-7-2,Hellebuyck,Morrissey
28,"Thu, Nov 30",Home,Edmonton,401559578,L,3-1,12-8-2,Hellebuyck,Hellebuyck
28,"Sat, Dec 2",Home,Chicago,401559586,W,3-1,13-8-2,Hellebuyck,Hellebuyck
28,"Mon, Dec 4",Home,Carolina,401559606,W,2-1,14-8-2,Brossoit,Brossoit
28,"Thu, Dec 7",Away,Colorado,401559629,W,4-2,15-8-2,Hellebuyck,Morrissey
28,"Sun, Dec 10",Away,Anaheim,401559654,W,4-2,16-8-2,Hellebuyck,Morrissey
28,"Tue, Dec 12",Away,San Jose,401559670,L,2-1,16-9-2,Brossoit,Brossoit
28,"Wed, Dec 13",Away,Los Angeles,401559675,W,5-2,17-9-2,Hellebuyck,Ehlers
28,"Sat, Dec 16",Home,Colorado,401559696,W,6-2,18-9-2,Hellebuyck,Hellebuyck
28,"Mon, Dec 18",Home,Montreal,401559710,L,3-2,18-9-3,Hellebuyck,Vilardi
28,"Wed, Dec 20",Home,Detroit,401559725,W,5-2,19-9-3,Brossoit,Vilardi
28,"Fri, Dec 22",Home,Boston,401559741,W,5-1,20-9-3,Hellebuyck,Niederreiter
